,question,answer
595,Quyết định của Chánh án Tòa án về khiếu nại và kiến nghị là quyết định cuối cùng hay còn phải qua bước xem xét khác?,Quyết định của Chánh án Tòa án về khiếu nại và kiến nghị là quyết định cuối cùng và phải được gửi ngay cho đương sự và Viện kiểm sát cùng cấp.
596,Tại sao có quy tắc thời hạn cụ thể cho khiếu nại và kiến nghị trong trường hợp đưa vụ án ra xét xử theo thủ tục rút gọn?,Quy tắc thời hạn cụ thể giúp đảm bảo tính nhanh chóng và hiệu quả trong quy trình xét xử theo thủ tục rút gọn và bảo vệ quyền của các bên liên quan.
597,"Ngoài việc khiếu nại và kiến nghị, đương sự còn có quyền hành động gì khác khi không đồng ý với quyết định đưa vụ án ra xét xử theo thủ tục rút gọn?","Đương sự có quyền hành động theo quy định của pháp luật, bao gồm cả việc khiếu nại và kiến nghị."
598,Thời hạn bắt đầu tính cho khiếu nại và kiến nghị là bao nhiêu ngày sau khi nhận được quyết định đưa vụ án ra xét xử theo thủ tục rút gọn?,"Thời hạn bắt đầu tính là 03 ngày làm việc, kể từ ngày nhận được quyết định đưa vụ án ra xét xử theo thủ tục rút gọn."
599,"Điều 479 của Bộ luật quy định gì về thời hạn kháng cáo đối với bản án, quyết định của Tòa án xét xử vụ án dân sự có đương sự cư trú ở nước ngoài?","Điều 479 quy định rằng đương sự có mặt tại Việt Nam có quyền kháng cáo bản án, quyết định của Tòa án trong thời hạn 01 tháng, kể từ ngày bản án, quyết định được tống đạt hợp lệ hoặc kể từ ngày bản án, quyết định được niêm yết hợp lệ theo quy định của pháp luật."
600,Khi nào thời hạn kháng cáo là 01 tháng đối với đương sự có mặt tại Việt Nam?,"Thời hạn kháng cáo là 01 tháng đối với đương sự có mặt tại Việt Nam bắt đầu tính kể từ ngày bản án, quyết định được tống đạt hợp lệ hoặc kể từ ngày bản án, quyết định được niêm yết hợp lệ theo quy định của pháp luật."
601,Khi nào thời hạn kháng cáo là 12 tháng đối với đương sự ở nước ngoài theo quy định của Điều 479?,Thời hạn kháng cáo là 12 tháng đối với đương sự ở nước ngoài theo quy định của Điều 479 trong trường hợp Tòa án xét xử vắng mặt đương sự ở nước ngoài theo quy định tại điểm c khoản 5 Điều 477 của Bộ luật.
602,Tại sao có hai thời hạn kháng cáo khác nhau cho đương sự có mặt tại Việt Nam và đương sự ở nước ngoài?,"Hai thời hạn kháng cáo khác nhau được áp dụng để phù hợp với tình hình và điều kiện của đương sự, đặc biệt trong trường hợp đương sự ở nước ngoài tham gia tòa án ở Việt Nam qua các quy định cụ thể."
603,Điều 479 còn quy định gì khác về thời hạn kháng cáo?,Điều 479 không quy định về thời hạn kháng cáo đối với đương sự cư trú ở nước ngoài khi Tòa án xét xử vắng mặt đương sự theo quy định tại điểm c khoản 5 Điều 477 của Bộ luật.
604,"Nếu đương sự ở nước ngoài không kháng cáo trong thời hạn 12 tháng, thì quyết định của Tòa án trở thành quyết định cuối cùng phải không?",Quyết định của Tòa án trở thành quyết định cuối cùng nếu đương sự ở nước ngoài không kháng cáo trong thời hạn 12 tháng.
605,Điều 258 của Bộ luật quy định về việc gì tại phiên tòa?,Điều 258 quy định về việc kết thúc việc hỏi tại phiên tòa khi các tình tiết của vụ án đã được xem xét đầy đủ.
606,Ai là người chủ tọa phiên tòa theo Điều 258?,Chủ tọa phiên tòa là người chịu trách nhiệm chủ trì phiên tòa và quyết định các vấn đề liên quan đến việc hỏi tại phiên tòa.
607,Khi nào việc hỏi tại phiên tòa kết thúc theo quy định của Điều 258?,Việc hỏi tại phiên tòa kết thúc khi chủ tọa phiên tòa nhận thấy các tình tiết của vụ án đã được xem xét đầy đủ.
608,Ai được hỏi tại phiên tòa theo quy định của Điều 258?,"Theo Điều 258, kiểm sát viên, đương sự, người bảo vệ quyền và lợi ích hợp pháp của đương sự, cùng những người tham gia tố tụng khác có thể được hỏi tại phiên tòa."
609,Khi nào chủ tọa phiên tòa quyết định tiếp tục việc hỏi tại phiên tòa?,Chủ tọa phiên tòa quyết định tiếp tục việc hỏi tại phiên tòa khi có người yêu cầu và xét thấy yêu cầu đó là có căn cứ.
610,Có bất kỳ giới hạn nào về số lần tiếp tục việc hỏi tại phiên tòa theo Điều 258?,Điều 258 không quy định về bất kỳ giới hạn nào về số lần tiếp tục việc hỏi tại phiên tòa.
611,"Nếu không có người yêu cầu tiếp tục việc hỏi tại phiên tòa, thì phiên tòa sẽ kết thúc ngay lập tức phải không?","Nếu không có người yêu cầu tiếp tục việc hỏi tại phiên tòa và chủ tọa phiên tòa không xem xét cần thiết, phiên tòa có thể kết thúc ngay lập tức."
612,Việc hỏi tại phiên tòa có mục tiêu gì trong quy trình tố tụng?,Việc hỏi tại phiên tòa nhằm đảm bảo rằng các tình tiết quan trọng của vụ án đã được xem xét đầy đủ và tạo điều kiện cho các bên tham gia tố tụng có cơ hội đặt câu hỏi và làm rõ vấn đề.
613,Có quy định cụ thể về thời gian của phiên tòa theo Điều 258 không?,"Điều 258 không quy định về thời gian cụ thể của phiên tòa, nhưng việc hỏi tại phiên tòa cần diễn ra một cách hợp lý để đảm bảo quá trình tố tụng được tiến hành một cách trơn tru."
614,Điều 419 của Bộ luật quy định về thủ tục gì?,Điều 419 quy định về thủ tục nhận và xử lý đơn yêu cầu công nhận kết quả hòa giải thành ngoài Tòa án.
615,Thời hạn chuẩn bị xét đơn yêu cầu là bao nhiêu theo Điều 419?,"Thời hạn chuẩn bị xét đơn yêu cầu là 15 ngày, kể từ ngày Tòa án thụ lý đơn yêu cầu."
616,Khi nào Tòa án phải ra quyết định mở phiên họp xét đơn yêu cầu theo quy định của Điều 419?,"Tòa án phải ra quyết định mở phiên họp xét đơn yêu cầu trong thời hạn 10 ngày, kể từ ngày Tòa án ra quyết định mở phiên họp."
617,Ai có quyền yêu cầu hỏi vấn đề nữa khi phiên họp xét đơn yêu cầu được mở theo Điều 419?,"Trong thời hạn chuẩn bị xét đơn yêu cầu, Thẩm phán được phân công xét đơn có quyền yêu cầu bên tham gia hòa giải, người có quyền lợi, nghĩa vụ liên quan có ý kiến về yêu cầu của người có đơn đề nghị Tòa án công nhận kết quả hòa giải thành ngoài Tòa án hoặc bổ sung tài liệu, nếu xét thấy cần thiết."
618,"Cơ quan, tổ chức cá nhân nào cung cấp tài liệu cho Tòa án khi được yêu cầu trong quy định của Điều 419?","Cơ quan, tổ chức, cá nhân được Tòa án yêu cầu có trách nhiệm trả lời Tòa án trong thời hạn 05 ngày làm việc, kể từ ngày nhận được yêu cầu của Tòa án."
619,Quyết định công nhận kết quả hòa giải thành ngoài Tòa án được ra dưới những điều kiện nào theo Điều 419?,Quyết định công nhận kết quả hòa giải thành ngoài Tòa án được ra khi có đủ các điều kiện quy định tại Điều 417 của Bộ luật.
620,"Nếu Tòa án không công nhận kết quả hòa giải thành ngoài Tòa án, quyết định nào được thực hiện?","Nếu Tòa án không công nhận kết quả hòa giải thành ngoài Tòa án, Thẩm phán ra quyết định không công nhận kết quả hòa giải thành ngoài Tòa án đối với trường hợp không đủ các điều kiện quy định tại Điều 417 của Bộ luật."
621,Quyết định công nhận hoặc không công nhận kết quả hòa giải thành ngoài Tòa án có hiệu lực khi nào?,"Quyết định công nhận hoặc không công nhận kết quả hòa giải thành ngoài Tòa án có hiệu lực thi hành ngay, không bị kháng cáo, kháng nghị theo thủ tục phúc thẩm."
622,Điều 328 của Bộ luật quy định về điều gì?,"Điều 328 quy định về thủ tục đơn đề nghị xem xét bản án, quyết định của Tòa án đã có hiệu lực pháp luật theo thủ tục giám đốc thẩm."
623,"Những thông tin cần có trong đơn đề nghị xem xét bản án, quyết định theo Điều 328 là gì?","Đơn đề nghị xem xét bản án, quyết định phải chứa các thông tin sau: Ngày, tháng, năm làm đơn đề nghị; Tên, địa chỉ của người đề nghị; Tên bản án, quyết định của Tòa án đã có hiệu lực pháp luật được đề nghị xem xét theo thủ tục giám đốc thẩm; Lý do đề nghị, yêu cầu của người đề nghị; Chữ ký của người đề nghị."
624,"Ai có thẩm quyền tiếp nhận đơn đề nghị xem xét bản án, quyết định theo Điều 328?","Đơn đề nghị và tài liệu, chứng cứ (nếu có) được gửi cho người có thẩm quyền kháng nghị theo quy định tại Điều 331 của Bộ luật."
625,"Thời hạn chuẩn bị xét đơn đề nghị xem xét bản án, quyết định là bao nhiêu?","Thời hạn chuẩn bị xét đơn đề nghị là 15 ngày, kể từ ngày Tòa án thụ lý đơn đề nghị."
